,phrase,prompt,phrase_length,phrase_num_words,mean_word_len,phrase_non_stopwords,cleaned_phrase
2899,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,Internal pain,101,23,3.391304347826087,12,pain radiates right hip rib cage worst urinate
2900,I have a skin rash after eating an ice-cream.,Skin issue,45,9,4.111111111111111,5,skin rash eating icecream
2901,"my cbc report indicate 10 hb, i feel tired of little work.",Body feels weak,58,12,3.9166666666666665,9,cbc report indicate feel tired little work
2902,Severe pain in the ear,Ear ache,22,5,3.6,3,severe pain ear
2903,Can't keep focus,Head ache,16,3,4.666666666666667,2,focus
2904,I have a sharp pain in my lower stomach.,Stomach ache,40,9,3.5555555555555554,5,sharp pain lower stomach
2905,"My skin color on my back is red, I don't know why.",Skin issue,50,12,3.25,8,skin color red know
2906,The arches of my feet hurt when I wear heels,Foot ache,44,10,3.5,7,arch foot hurt wear heel
2907,I have dark spots on my skin,Skin issue,28,7,3.142857142857143,4,dark spot skin
2908,"i have whooping cough with excess mucous, need mucolytic.",Cough,57,9,5.444444444444445,6,whooping cough excess mucous need mucolytic
2909,"i walked a long for 3 km, i feel pain in my foot like foot ache",Foot ache,63,16,3.0,10,walked long feel pain foot like foot ache
2910,My head is so heavy can't think normally,Head ache,40,8,4.125,6,head heavy think normally
2911,"laceration, rupture or opening in the skin",Open wound,42,7,5.142857142857143,4,laceration rupture opening skin
2912,i feel pain in my body,Internal pain,22,6,2.8333333333333335,3,feel pain body
2913,There is this pain that radiates from my chest up to my left arm.,Heart hurts,65,14,3.7142857142857144,6,pain radiates chest left arm
2914,I can't stand with this horrible feeling in my shoulder,Shoulder pain,55,10,4.6,6,stand horrible feeling shoulder
2915,I can hardly move my neck.  It hurts.,Neck pain,37,8,3.625,5,hardly neck hurt
2916,I have a sharp pain in my lower stomach.,Stomach ache,40,9,3.5555555555555554,5,sharp pain lower stomach
2917,My foot hurts and I can't turn it.  Maybe it's broken.,Foot ache,54,11,3.909090909090909,10,foot hurt turn maybe broken
2918,I feel a strange and powerful pain inside my rib cage,Heart hurts,53,11,3.909090909090909,8,feel strange powerful pain inside rib cage
2919,How do you know if you have a torn meniscus in your knee?,Knee pain,57,13,3.4615384615384617,5,know torn meniscus knee
2920,I lose a lot of my hair,Hair falling out,23,7,2.4285714285714284,4,lose lot hair
2921,My chest acne breaks out and never clears up.,Acne,45,9,4.111111111111111,6,chest acne break clear
2922,I have cloudy eyes,Blurry vision,18,4,3.75,3,cloudy eye
2923,I have a pain internal,Internal pain,22,5,3.6,3,pain internal
2924,I have difficulty in breathing in crowded places.,Hard to breath,49,8,5.25,5,difficulty breathing crowded place
2925,When I was young I had an injury from sports in my knee.,Injury from sports,56,13,3.3846153846153846,7,young injury sport knee
2926,my abdominal muscles have great pain since i was at GYM,Muscle pain,55,11,4.090909090909091,5,abdominal muscle great pain gym
2927,i feel pain in my stomach,Stomach ache,25,6,3.3333333333333335,3,feel pain stomach
2928,I have a wound between my toes that gets better overnight and then reopens ever day when I wear dress shoes to work.,Open wound,116,23,4.086956521739131,13,wound toe get better overnight reopens day wear dress shoe work
2929,There is a constant tickle in my throat,Cough,39,8,4.0,4,constant tickle throat
2930,"I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary.",Blurry vision,99,21,3.761904761904762,11,worried driving barely focus wheel eye feel teary
2931,When I go to sleep I am feeling cold,Feeling cold,36,9,3.111111111111111,6,sleep feeling cold
2932,my shoulder is hurting me,Shoulder pain,25,5,4.2,2,shoulder hurting
2933,cramps along the whole abdomen,Stomach ache,30,5,5.2,2,cramp abdomen
2934,"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache,73,13,4.6923076923076925,7,started tinnitus today pain throbbing unbearable
2935,My back hurts a lot when I bend,Back pain,31,8,3.0,5,hurt lot bend
2936,I have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue,84,18,3.7222222222222223,9,found issue skin tried use cream better
2937,I feel like something is squeezing my lungs.,Hard to breath,44,8,4.625,5,feel like squeezing lung
2938,I have a pain in my muscle,Muscle pain,26,7,2.857142857142857,3,pain muscle
2939,My chest hurts when I go to take a breath,Hard to breath,41,10,3.2,5,chest hurt breath
2940,i feel sad,Emotional pain,10,3,2.6666666666666665,2,feel sad
2941,I feel cold and chills even though my clothes are heavy,Feeling cold,55,11,4.090909090909091,6,feel cold chill clothes heavy
2942,My body feels weak although I take my vitamins regularly.,Body feels weak,57,10,4.8,7,body feel weak vitamin regularly
2943,My foot had been aching since last Tuesday.,Foot ache,43,8,4.5,4,foot aching tuesday
2944,I have pimples on my back.,Acne,26,6,3.5,3,pimple
2945,I have shooting pains up and down my back.,Back pain,42,9,3.7777777777777777,4,shooting pain
2946,Something dark is there on my arm,Skin issue,33,7,3.857142857142857,3,dark arm
2947,I have pain in my chest that saddens me.,Heart hurts,40,9,3.5555555555555554,5,pain chest saddens
2948,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
2949,How do you know if you have a torn meniscus in your knee?,Knee pain,57,13,3.4615384615384617,5,know torn meniscus knee
2950,I have a sharp pain in my ear,Ear ache,29,8,2.75,4,sharp pain ear
2951,I feel back pain when I carry heavy things,Back pain,42,9,3.7777777777777777,7,feel pain carry heavy thing
2952,I have a break in the skin between my thumb and index finger and it will not close.,Open wound,83,18,3.6666666666666665,7,break skin thumb index finger close
2953,I feel dizzy and out of sight,Feeling dizzy,29,7,3.2857142857142856,4,feel dizzy sight
2954,My stomach feels starts hurting but then it feels better after I eat something mild.,Stomach ache,84,15,4.666666666666667,10,stomach feel start hurting feel better eat mild
2955,i feel cold,Feeling cold,11,3,3.0,2,feel cold
2956,Chronic bowel Pain,Internal pain,18,3,5.333333333333333,3,chronic bowel pain
2957,I have tried to relief it but I can't,Body feels weak,37,9,3.2222222222222223,5,tried relief
2958,My upper back has been sore for a week.,Back pain,39,9,3.4444444444444446,4,upper sore week
2959,"My hair is falling without a reason, I can see a lot of hair on my working desk.",Hair falling out,80,18,3.5,9,hair falling reason lot hair working desk
2960,I have tried to make massage on my foot but they still pain me,Foot ache,62,14,3.5,5,tried massage foot pain
2961,My chest hurts when I go to take a breath,Hard to breath,41,10,3.2,5,chest hurt breath
2962,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,Head ache,120,21,4.761904761904762,13,worst headache hangover twenty sincerely thought going die brain inflammation
2963,I have a pain in my muscle,Muscle pain,26,7,2.857142857142857,3,pain muscle
2964,Every time it rains I get hives on my belly and sides.,Skin issue,54,12,3.5833333333333335,7,time rain hive belly side
2965,I have acne all over my face,Acne,28,7,3.142857142857143,3,acne face
2966,My skin is itching.,Skin issue,19,4,4.0,3,skin itching
2967,Surgical wound infections,Infected wound,25,3,7.666666666666667,3,surgical wound infection
2968,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound,105,22,3.8181818181818183,8,break skin inside nostril infected filled pu
2969,i have difficulty moving my neck,Neck pain,32,6,4.5,3,difficulty moving neck
2970,I feel pain in my neck after waking up,Neck pain,38,9,3.3333333333333335,5,feel pain neck waking
2971,Chronic disease of hair follicles and sebaceous glands,Acne,54,8,5.875,6,chronic disease hair follicle sebaceous gland
2972,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,Shoulder pain,85,18,3.7777777777777777,12,carried heavy bag yesterday today felt great shoulder pain
2973,I can't see the sign I have a blurry vision,Blurry vision,43,10,3.4,6,sign blurry vision
2974,Chronic bowel Pain,Internal pain,18,3,5.333333333333333,3,chronic bowel pain
2975,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,106,21,4.0476190476190474,12,wake stiff neck morning massage help couple day later
2976,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,76,16,3.8125,9,lot lot analysis know main reason stomach ache
2977,i can't breath because of  Cough,Cough,32,6,4.333333333333333,3,breath cough
2978,Even though I'm an adult my face keeps breaking out in pimples.,Acne,63,12,4.333333333333333,7,adult face keep breaking pimple
2979,I have shooting pains up and down my back.,Back pain,42,9,3.7777777777777777,4,shooting pain
2980,I feel dizzy whenever I stand up.,Feeling dizzy,33,7,3.857142857142857,6,feel dizzy stand
2981,is my cut infected or just healing?,Infected wound,35,7,4.142857142857143,3,cut infected healing
2982,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache,93,18,4.222222222222222,10,hear ear properly feel like causing irritation
2983,My hair is falling out in bunches.,Hair falling out,34,7,4.0,4,hair falling bunch
2984,After walking I have some pain under my foot,Foot ache,44,9,4.0,5,walking pain foot
2985,When I stand I feel dizzy I do not know why,Feeling dizzy,43,11,3.0,8,stand feel dizzy know
2986,my back hurts me a lot,Back pain,22,6,2.8333333333333335,2,hurt lot
2987,Feels like there are pins and needles sticking in my joints,Joint pain,59,11,4.454545454545454,6,feel like pin needle sticking joint
2988,All of a sudden I felt dizzy when I stood up.,Feeling dizzy,45,11,3.1818181818181817,8,sudden felt dizzy stood
2989,There is a constant tickle in my throat,Cough,39,8,4.0,4,constant tickle throat
2990,The feeling of coughing increases in winter's reach,Cough,51,8,5.5,6,feeling coughing increase winter reach
2991,I wish this excruciating feeling of loss could go away.,Emotional pain,55,10,4.6,6,wish excruciating feeling loss away
2992,I stopped sports because I get Injury from sports,Injury from sports,49,9,4.555555555555555,6,stopped sport injury sport
2993,I feel pain in my back,Back pain,22,6,2.8333333333333335,3,feel pain
2994,What's the symptoms of appendicitis?,Internal pain,36,5,6.4,3,symptom appendicitis
2995,My back hurts so much I can't bend down to tie my shoelaces.,Back pain,60,13,3.6923076923076925,7,hurt bend tie shoelace
2996,I feel great pain in my feet after playing one of the sports games,Injury from sports,66,14,3.7857142857142856,8,feel great pain foot playing sport game
2997,Anytime I play tennis I feel a shoulder pain,Shoulder pain,44,9,4.0,8,anytime play tennis feel shoulder pain
2998,I fell off my bike and since then I had hard  knee pain,Knee pain,55,13,3.230769230769231,7,fell bike hard knee pain
2999,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain,96,21,3.619047619047619,11,got divorce year stop dwelling revenge husband
3000,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,76,16,3.8125,9,lot lot analysis know main reason stomach ache
3001,I have a dry throat,Cough,19,5,3.0,3,dry throat
3002,My body feels weak and I tried to make it relax but it stills pain me,Body feels weak,69,16,3.375,9,body feel weak tried relax still pain
3003,I feel pain in my heart when I wake up,Heart hurts,38,10,2.9,6,feel pain heart wake
3004,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache,93,18,4.222222222222222,10,hear ear properly feel like causing irritation
3005,My head hurts in the back and the pain lasts all day.,Head ache,53,12,3.5,6,head hurt pain last day
3006,When I play sports  I have some burning sensation in my spine,Back pain,61,12,4.083333333333333,8,play sport burning sensation spine
3007,All my body is in a bad case and i need a good treatment,Joint pain,56,14,3.0714285714285716,7,body bad case need good treatment
3008,i feel pain in my knee,Knee pain,22,6,2.8333333333333335,3,feel pain knee
3009,I feel pain in my throat,Cough,24,6,3.1666666666666665,4,feel pain throat
3010,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold,82,17,3.8823529411764706,9,worried cold intolerant shivering sun
3011,Feels like there are pins and needles sticking in my joints,Joint pain,59,11,4.454545454545454,6,feel like pin needle sticking joint
3012,There is a sharp pain in my bicep,Muscle pain,33,8,3.25,4,sharp pain bicep
